data.name,cv.type,test.fold,seed,init.name,maxIterations,n.subtrain.diffs,aum.type,steps,sum.iterations,mean.iterations
ATAC_JV_adipose,equal_labels,3,1,IntervalRegressionCV,max.auc,1238,count,2,16,8
ATAC_JV_adipose,equal_labels,3,1,IntervalRegressionCV,min.aum,1238,count,153,508053,3320.60784313726
ATAC_JV_adipose,equal_labels,3,1,zero,max.auc,1238,count,2,16,8
ATAC_JV_adipose,equal_labels,3,1,zero,min.aum,1238,count,256,742928,2902.0625
ATAC_JV_adipose,equal_labels,3,2,IntervalRegressionCV,max.auc,1238,count,2,16,8
ATAC_JV_adipose,equal_labels,3,2,IntervalRegressionCV,min.aum,1238,count,153,508053,3320.60784313726
ATAC_JV_adipose,equal_labels,3,2,zero,max.auc,1238,count,2,7,3.5
ATAC_JV_adipose,equal_labels,3,2,zero,min.aum,1238,count,147,1056299,7185.7074829932
ATAC_JV_adipose,equal_labels,3,3,IntervalRegressionCV,max.auc,1238,count,2,16,8
ATAC_JV_adipose,equal_labels,3,3,IntervalRegressionCV,min.aum,1238,count,153,508053,3320.60784313726
ATAC_JV_adipose,equal_labels,3,3,zero,max.auc,1238,count,1,4,4
ATAC_JV_adipose,equal_labels,3,3,zero,min.aum,1238,count,290,1163534,4012.18620689655
ATAC_JV_adipose,equal_labels,3,4,IntervalRegressionCV,max.auc,1238,count,2,16,8
ATAC_JV_adipose,equal_labels,3,4,IntervalRegressionCV,min.aum,1238,count,153,508053,3320.60784313726
ATAC_JV_adipose,equal_labels,3,4,zero,max.auc,1238,count,2,9,4.5
ATAC_JV_adipose,equal_labels,3,4,zero,min.aum,1238,count,214,954259,4459.15420560748
ATAC_JV_adipose,equal_labels,3,1,IntervalRegressionCV,max.auc,1238,rate,1,6,6
ATAC_JV_adipose,equal_labels,3,1,IntervalRegressionCV,min.aum,1238,rate,135,508800,3768.88888888889
ATAC_JV_adipose,equal_labels,3,1,zero,max.auc,1238,rate,2,16,8
ATAC_JV_adipose,equal_labels,3,1,zero,min.aum,1238,rate,79,527236,6673.87341772152
ATAC_JV_adipose,equal_labels,3,2,IntervalRegressionCV,max.auc,1238,rate,1,6,6
ATAC_JV_adipose,equal_labels,3,2,IntervalRegressionCV,min.aum,1238,rate,135,508800,3768.88888888889
ATAC_JV_adipose,equal_labels,3,2,zero,max.auc,1238,rate,2,7,3.5
ATAC_JV_adipose,equal_labels,3,2,zero,min.aum,1238,rate,145,1086589,7493.71724137931
ATAC_JV_adipose,equal_labels,3,3,IntervalRegressionCV,max.auc,1238,rate,1,6,6
ATAC_JV_adipose,equal_labels,3,3,IntervalRegressionCV,min.aum,1238,rate,135,508800,3768.88888888889
ATAC_JV_adipose,equal_labels,3,3,zero,max.auc,1238,rate,1,3,3
ATAC_JV_adipose,equal_labels,3,3,zero,min.aum,1238,rate,124,1027347,8285.0564516129
ATAC_JV_adipose,equal_labels,3,4,IntervalRegressionCV,max.auc,1238,rate,1,6,6
ATAC_JV_adipose,equal_labels,3,4,IntervalRegressionCV,min.aum,1238,rate,135,508800,3768.88888888889
ATAC_JV_adipose,equal_labels,3,4,zero,max.auc,1238,rate,2,11,5.5
ATAC_JV_adipose,equal_labels,3,4,zero,min.aum,1238,rate,67,828977,12372.7910447761
ATAC_JV_adipose,equal_labels,4,1,IntervalRegressionCV,max.auc,1119,count,1,5,5
ATAC_JV_adipose,equal_labels,4,1,IntervalRegressionCV,min.aum,1119,count,142,293459,2066.61267605634
ATAC_JV_adipose,equal_labels,4,1,zero,max.auc,1119,count,1,7,7
ATAC_JV_adipose,equal_labels,4,1,zero,min.aum,1119,count,161,517953,3217.09937888199
ATAC_JV_adipose,equal_labels,4,2,IntervalRegressionCV,max.auc,1119,count,1,5,5
ATAC_JV_adipose,equal_labels,4,2,IntervalRegressionCV,min.aum,1119,count,142,293459,2066.61267605634
ATAC_JV_adipose,equal_labels,4,2,zero,max.auc,1119,count,1,2,2
ATAC_JV_adipose,equal_labels,4,2,zero,min.aum,1119,count,116,769530,6633.87931034483
ATAC_JV_adipose,equal_labels,4,3,IntervalRegressionCV,max.auc,1119,count,1,5,5
ATAC_JV_adipose,equal_labels,4,3,IntervalRegressionCV,min.aum,1119,count,142,293459,2066.61267605634
ATAC_JV_adipose,equal_labels,4,3,zero,max.auc,1119,count,2,14,7
ATAC_JV_adipose,equal_labels,4,3,zero,min.aum,1119,count,188,614582,3269.05319148936
ATAC_JV_adipose,equal_labels,4,4,IntervalRegressionCV,max.auc,1119,count,1,5,5
ATAC_JV_adipose,equal_labels,4,4,IntervalRegressionCV,min.aum,1119,count,142,293459,2066.61267605634
ATAC_JV_adipose,equal_labels,4,4,zero,max.auc,1119,count,1,4,4
ATAC_JV_adipose,equal_labels,4,4,zero,min.aum,1119,count,130,701042,5392.63076923077
ATAC_JV_adipose,equal_labels,4,1,IntervalRegressionCV,max.auc,1119,rate,2,22,11
ATAC_JV_adipose,equal_labels,4,1,IntervalRegressionCV,min.aum,1119,rate,43,144031,3349.55813953488
ATAC_JV_adipose,equal_labels,4,1,zero,max.auc,1119,rate,1,8,8
ATAC_JV_adipose,equal_labels,4,1,zero,min.aum,1119,rate,150,548050,3653.66666666667
ATAC_JV_adipose,equal_labels,4,2,IntervalRegressionCV,max.auc,1119,rate,2,22,11
ATAC_JV_adipose,equal_labels,4,2,IntervalRegressionCV,min.aum,1119,rate,43,144031,3349.55813953488
ATAC_JV_adipose,equal_labels,4,2,zero,max.auc,1119,rate,1,2,2
ATAC_JV_adipose,equal_labels,4,2,zero,min.aum,1119,rate,109,832377,7636.48623853211
ATAC_JV_adipose,equal_labels,4,3,IntervalRegressionCV,max.auc,1119,rate,2,22,11
ATAC_JV_adipose,equal_labels,4,3,IntervalRegressionCV,min.aum,1119,rate,43,144031,3349.55813953488
ATAC_JV_adipose,equal_labels,4,3,zero,max.auc,1119,rate,2,14,7
ATAC_JV_adipose,equal_labels,4,3,zero,min.aum,1119,rate,103,614775,5968.68932038835
ATAC_JV_adipose,equal_labels,4,4,IntervalRegressionCV,max.auc,1119,rate,2,22,11
ATAC_JV_adipose,equal_labels,4,4,IntervalRegressionCV,min.aum,1119,rate,43,144031,3349.55813953488
ATAC_JV_adipose,equal_labels,4,4,zero,max.auc,1119,rate,1,4,4
ATAC_JV_adipose,equal_labels,4,4,zero,min.aum,1119,rate,109,744241,6827.89908256881
CTCF_TDH_ENCODE,equal_labels,1,1,IntervalRegressionCV,max.auc,344,count,1,24,24
CTCF_TDH_ENCODE,equal_labels,1,1,IntervalRegressionCV,min.aum,344,count,79,21887,277.050632911392
CTCF_TDH_ENCODE,equal_labels,1,1,zero,max.auc,344,count,2,23,11.5
CTCF_TDH_ENCODE,equal_labels,1,1,zero,min.aum,344,count,38,24734,650.894736842105
CTCF_TDH_ENCODE,equal_labels,1,2,IntervalRegressionCV,max.auc,344,count,1,24,24
CTCF_TDH_ENCODE,equal_labels,1,2,IntervalRegressionCV,min.aum,344,count,79,21887,277.050632911392
CTCF_TDH_ENCODE,equal_labels,1,2,zero,max.auc,344,count,2,17,8.5
CTCF_TDH_ENCODE,equal_labels,1,2,zero,min.aum,344,count,56,51174,913.821428571429
CTCF_TDH_ENCODE,equal_labels,1,3,IntervalRegressionCV,max.auc,344,count,1,24,24
CTCF_TDH_ENCODE,equal_labels,1,3,IntervalRegressionCV,min.aum,344,count,79,21887,277.050632911392
CTCF_TDH_ENCODE,equal_labels,1,3,zero,max.auc,344,count,2,4,2
CTCF_TDH_ENCODE,equal_labels,1,3,zero,min.aum,344,count,54,67903,1257.46296296296
CTCF_TDH_ENCODE,equal_labels,1,4,IntervalRegressionCV,max.auc,344,count,1,24,24
CTCF_TDH_ENCODE,equal_labels,1,4,IntervalRegressionCV,min.aum,344,count,79,21887,277.050632911392
CTCF_TDH_ENCODE,equal_labels,1,4,zero,max.auc,344,count,2,11,5.5
CTCF_TDH_ENCODE,equal_labels,1,4,zero,min.aum,344,count,34,43338,1274.64705882353
CTCF_TDH_ENCODE,equal_labels,1,1,IntervalRegressionCV,max.auc,344,rate,1,17,17
CTCF_TDH_ENCODE,equal_labels,1,1,IntervalRegressionCV,min.aum,344,rate,62,26594,428.935483870968
CTCF_TDH_ENCODE,equal_labels,1,1,zero,max.auc,344,rate,2,22,11
CTCF_TDH_ENCODE,equal_labels,1,1,zero,min.aum,344,rate,47,33102,704.297872340426
CTCF_TDH_ENCODE,equal_labels,1,2,IntervalRegressionCV,max.auc,344,rate,1,17,17
CTCF_TDH_ENCODE,equal_labels,1,2,IntervalRegressionCV,min.aum,344,rate,62,26594,428.935483870968
CTCF_TDH_ENCODE,equal_labels,1,2,zero,max.auc,344,rate,2,14,7
CTCF_TDH_ENCODE,equal_labels,1,2,zero,min.aum,344,rate,56,49120,877.142857142857
CTCF_TDH_ENCODE,equal_labels,1,3,IntervalRegressionCV,max.auc,344,rate,1,17,17
CTCF_TDH_ENCODE,equal_labels,1,3,IntervalRegressionCV,min.aum,344,rate,62,26594,428.935483870968
CTCF_TDH_ENCODE,equal_labels,1,3,zero,max.auc,344,rate,2,6,3
CTCF_TDH_ENCODE,equal_labels,1,3,zero,min.aum,344,rate,38,63527,1671.76315789474
CTCF_TDH_ENCODE,equal_labels,1,4,IntervalRegressionCV,max.auc,344,rate,1,17,17
CTCF_TDH_ENCODE,equal_labels,1,4,IntervalRegressionCV,min.aum,344,rate,62,26594,428.935483870968
CTCF_TDH_ENCODE,equal_labels,1,4,zero,max.auc,344,rate,2,15,7.5
CTCF_TDH_ENCODE,equal_labels,1,4,zero,min.aum,344,rate,24,43433,1809.70833333333
CTCF_TDH_ENCODE,equal_labels,2,1,IntervalRegressionCV,max.auc,297,count,2,71,35.5
CTCF_TDH_ENCODE,equal_labels,2,1,IntervalRegressionCV,min.aum,297,count,19,9004,473.894736842105
CTCF_TDH_ENCODE,equal_labels,2,1,zero,max.auc,297,count,2,32,16
CTCF_TDH_ENCODE,equal_labels,2,1,zero,min.aum,297,count,37,18588,502.378378378378
CTCF_TDH_ENCODE,equal_labels,2,2,IntervalRegressionCV,max.auc,297,count,2,71,35.5
CTCF_TDH_ENCODE,equal_labels,2,2,IntervalRegressionCV,min.aum,297,count,19,9004,473.894736842105
CTCF_TDH_ENCODE,equal_labels,2,2,zero,max.auc,297,count,2,223,111.5
CTCF_TDH_ENCODE,equal_labels,2,2,zero,min.aum,297,count,23,19874,864.086956521739
CTCF_TDH_ENCODE,equal_labels,2,3,IntervalRegressionCV,max.auc,297,count,2,71,35.5
CTCF_TDH_ENCODE,equal_labels,2,3,IntervalRegressionCV,min.aum,297,count,19,9004,473.894736842105
CTCF_TDH_ENCODE,equal_labels,2,3,zero,max.auc,297,count,1,5,5
CTCF_TDH_ENCODE,equal_labels,2,3,zero,min.aum,297,count,56,29472,526.285714285714
CTCF_TDH_ENCODE,equal_labels,2,4,IntervalRegressionCV,max.auc,297,count,2,71,35.5
CTCF_TDH_ENCODE,equal_labels,2,4,IntervalRegressionCV,min.aum,297,count,19,9004,473.894736842105
CTCF_TDH_ENCODE,equal_labels,2,4,zero,max.auc,297,count,2,30,15
CTCF_TDH_ENCODE,equal_labels,2,4,zero,min.aum,297,count,6,24567,4094.5
CTCF_TDH_ENCODE,equal_labels,2,1,IntervalRegressionCV,max.auc,297,rate,2,78,39
CTCF_TDH_ENCODE,equal_labels,2,1,IntervalRegressionCV,min.aum,297,rate,15,11779,785.266666666667
CTCF_TDH_ENCODE,equal_labels,2,1,zero,max.auc,297,rate,2,5,2.5
CTCF_TDH_ENCODE,equal_labels,2,1,zero,min.aum,297,rate,33,25221,764.272727272727
CTCF_TDH_ENCODE,equal_labels,2,2,IntervalRegressionCV,max.auc,297,rate,2,78,39
CTCF_TDH_ENCODE,equal_labels,2,2,IntervalRegressionCV,min.aum,297,rate,15,11779,785.266666666667
CTCF_TDH_ENCODE,equal_labels,2,2,zero,max.auc,297,rate,2,60,30
CTCF_TDH_ENCODE,equal_labels,2,2,zero,min.aum,297,rate,10,16370,1637
CTCF_TDH_ENCODE,equal_labels,2,3,IntervalRegressionCV,max.auc,297,rate,2,78,39
CTCF_TDH_ENCODE,equal_labels,2,3,IntervalRegressionCV,min.aum,297,rate,15,11779,785.266666666667
CTCF_TDH_ENCODE,equal_labels,2,3,zero,max.auc,297,rate,1,9,9
CTCF_TDH_ENCODE,equal_labels,2,3,zero,min.aum,297,rate,14,28663,2047.35714285714
CTCF_TDH_ENCODE,equal_labels,2,4,IntervalRegressionCV,max.auc,297,rate,2,78,39
CTCF_TDH_ENCODE,equal_labels,2,4,IntervalRegressionCV,min.aum,297,rate,15,11779,785.266666666667
CTCF_TDH_ENCODE,equal_labels,2,4,zero,max.auc,297,rate,2,28,14
CTCF_TDH_ENCODE,equal_labels,2,4,zero,min.aum,297,rate,8,24577,3072.125
CTCF_TDH_ENCODE,equal_labels,3,1,IntervalRegressionCV,max.auc,342,count,2,20,10
CTCF_TDH_ENCODE,equal_labels,3,1,IntervalRegressionCV,min.aum,342,count,34,29932,880.352941176471
CTCF_TDH_ENCODE,equal_labels,3,1,zero,max.auc,342,count,1,1,1
CTCF_TDH_ENCODE,equal_labels,3,1,zero,min.aum,342,count,94,35025,372.606382978723
CTCF_TDH_ENCODE,equal_labels,3,2,IntervalRegressionCV,max.auc,342,count,2,20,10
CTCF_TDH_ENCODE,equal_labels,3,2,IntervalRegressionCV,min.aum,342,count,34,29932,880.352941176471
CTCF_TDH_ENCODE,equal_labels,3,2,zero,max.auc,342,count,2,6,3
CTCF_TDH_ENCODE,equal_labels,3,2,zero,min.aum,342,count,55,48101,874.563636363637
CTCF_TDH_ENCODE,equal_labels,3,3,IntervalRegressionCV,max.auc,342,count,2,20,10
CTCF_TDH_ENCODE,equal_labels,3,3,IntervalRegressionCV,min.aum,342,count,34,29932,880.352941176471
CTCF_TDH_ENCODE,equal_labels,3,3,zero,max.auc,342,count,2,8,4
CTCF_TDH_ENCODE,equal_labels,3,3,zero,min.aum,342,count,50,55687,1113.74
CTCF_TDH_ENCODE,equal_labels,3,4,IntervalRegressionCV,max.auc,342,count,2,20,10
CTCF_TDH_ENCODE,equal_labels,3,4,IntervalRegressionCV,min.aum,342,count,34,29932,880.352941176471
CTCF_TDH_ENCODE,equal_labels,3,4,zero,max.auc,342,count,2,9,4.5
CTCF_TDH_ENCODE,equal_labels,3,4,zero,min.aum,342,count,91,60619,666.142857142857
CTCF_TDH_ENCODE,equal_labels,3,1,IntervalRegressionCV,max.auc,342,rate,2,23,11.5
CTCF_TDH_ENCODE,equal_labels,3,1,IntervalRegressionCV,min.aum,342,rate,17,24367,1433.35294117647
CTCF_TDH_ENCODE,equal_labels,3,1,zero,max.auc,342,rate,1,1,1
CTCF_TDH_ENCODE,equal_labels,3,1,zero,min.aum,342,rate,55,33418,607.6
CTCF_TDH_ENCODE,equal_labels,3,2,IntervalRegressionCV,max.auc,342,rate,2,23,11.5
CTCF_TDH_ENCODE,equal_labels,3,2,IntervalRegressionCV,min.aum,342,rate,17,24367,1433.35294117647
CTCF_TDH_ENCODE,equal_labels,3,2,zero,max.auc,342,rate,2,6,3
CTCF_TDH_ENCODE,equal_labels,3,2,zero,min.aum,342,rate,16,45037,2814.8125
CTCF_TDH_ENCODE,equal_labels,3,3,IntervalRegressionCV,max.auc,342,rate,2,23,11.5
CTCF_TDH_ENCODE,equal_labels,3,3,IntervalRegressionCV,min.aum,342,rate,17,24367,1433.35294117647
CTCF_TDH_ENCODE,equal_labels,3,3,zero,max.auc,342,rate,2,13,6.5
CTCF_TDH_ENCODE,equal_labels,3,3,zero,min.aum,342,rate,20,58572,2928.6
CTCF_TDH_ENCODE,equal_labels,3,4,IntervalRegressionCV,max.auc,342,rate,2,23,11.5
CTCF_TDH_ENCODE,equal_labels,3,4,IntervalRegressionCV,min.aum,342,rate,17,24367,1433.35294117647
CTCF_TDH_ENCODE,equal_labels,3,4,zero,max.auc,342,rate,2,8,4
CTCF_TDH_ENCODE,equal_labels,3,4,zero,min.aum,342,rate,27,53786,1992.07407407407
CTCF_TDH_ENCODE,equal_labels,4,1,IntervalRegressionCV,max.auc,357,count,2,40,20
CTCF_TDH_ENCODE,equal_labels,4,1,IntervalRegressionCV,min.aum,357,count,57,29289,513.842105263158
CTCF_TDH_ENCODE,equal_labels,4,1,zero,max.auc,357,count,2,30,15
CTCF_TDH_ENCODE,equal_labels,4,1,zero,min.aum,357,count,48,27758,578.291666666667
CTCF_TDH_ENCODE,equal_labels,4,2,IntervalRegressionCV,max.auc,357,count,2,40,20
CTCF_TDH_ENCODE,equal_labels,4,2,IntervalRegressionCV,min.aum,357,count,57,29289,513.842105263158
CTCF_TDH_ENCODE,equal_labels,4,2,zero,max.auc,357,count,2,9,4.5
CTCF_TDH_ENCODE,equal_labels,4,2,zero,min.aum,357,count,40,52143,1303.575
CTCF_TDH_ENCODE,equal_labels,4,3,IntervalRegressionCV,max.auc,357,count,2,40,20
CTCF_TDH_ENCODE,equal_labels,4,3,IntervalRegressionCV,min.aum,357,count,57,29289,513.842105263158
CTCF_TDH_ENCODE,equal_labels,4,3,zero,max.auc,357,count,2,4,2
CTCF_TDH_ENCODE,equal_labels,4,3,zero,min.aum,357,count,121,67334,556.479338842975
CTCF_TDH_ENCODE,equal_labels,4,4,IntervalRegressionCV,max.auc,357,count,2,40,20
CTCF_TDH_ENCODE,equal_labels,4,4,IntervalRegressionCV,min.aum,357,count,57,29289,513.842105263158
CTCF_TDH_ENCODE,equal_labels,4,4,zero,max.auc,357,count,1,1,1
CTCF_TDH_ENCODE,equal_labels,4,4,zero,min.aum,357,count,65,58771,904.169230769231
CTCF_TDH_ENCODE,equal_labels,4,1,IntervalRegressionCV,max.auc,357,rate,2,33,16.5
CTCF_TDH_ENCODE,equal_labels,4,1,IntervalRegressionCV,min.aum,357,rate,89,33150,372.47191011236
CTCF_TDH_ENCODE,equal_labels,4,1,zero,max.auc,357,rate,2,29,14.5
CTCF_TDH_ENCODE,equal_labels,4,1,zero,min.aum,357,rate,16,23402,1462.625
CTCF_TDH_ENCODE,equal_labels,4,2,IntervalRegressionCV,max.auc,357,rate,2,33,16.5
CTCF_TDH_ENCODE,equal_labels,4,2,IntervalRegressionCV,min.aum,357,rate,89,33150,372.47191011236
CTCF_TDH_ENCODE,equal_labels,4,2,zero,max.auc,357,rate,2,9,4.5
CTCF_TDH_ENCODE,equal_labels,4,2,zero,min.aum,357,rate,71,67487,950.521126760563
CTCF_TDH_ENCODE,equal_labels,4,3,IntervalRegressionCV,max.auc,357,rate,2,33,16.5
CTCF_TDH_ENCODE,equal_labels,4,3,IntervalRegressionCV,min.aum,357,rate,89,33150,372.47191011236
CTCF_TDH_ENCODE,equal_labels,4,3,zero,max.auc,357,rate,2,6,3
CTCF_TDH_ENCODE,equal_labels,4,3,zero,min.aum,357,rate,44,80631,1832.52272727273
CTCF_TDH_ENCODE,equal_labels,4,4,IntervalRegressionCV,max.auc,357,rate,2,33,16.5
CTCF_TDH_ENCODE,equal_labels,4,4,IntervalRegressionCV,min.aum,357,rate,89,33150,372.47191011236
CTCF_TDH_ENCODE,equal_labels,4,4,zero,max.auc,357,rate,1,1,1
CTCF_TDH_ENCODE,equal_labels,4,4,zero,min.aum,357,rate,59,54427,922.491525423729
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,1,IntervalRegressionCV,max.auc,3358,count,1,29,29
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,1,IntervalRegressionCV,min.aum,3358,count,117,3051184,26078.4957264957
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,1,zero,max.auc,3358,count,2,78,39
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,1,zero,min.aum,3358,count,141,4202013,29801.5106382979
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,2,IntervalRegressionCV,max.auc,3358,count,1,29,29
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,2,IntervalRegressionCV,min.aum,3358,count,117,3051184,26078.4957264957
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,2,zero,max.auc,3358,count,1,1,1
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,2,zero,min.aum,3358,count,144,6324034,43916.9027777778
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,3,IntervalRegressionCV,max.auc,3358,count,1,29,29
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,3,IntervalRegressionCV,min.aum,3358,count,117,3051184,26078.4957264957
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,3,zero,max.auc,3358,count,1,44,44
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,3,zero,min.aum,3358,count,296,5772048,19500.1621621622
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,4,IntervalRegressionCV,max.auc,3358,count,1,29,29
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,4,IntervalRegressionCV,min.aum,3358,count,117,3051184,26078.4957264957
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,4,zero,max.auc,3358,count,1,5,5
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,4,zero,min.aum,3358,count,51,6175327,121084.843137255
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,1,IntervalRegressionCV,max.auc,3358,rate,1,31,31
H3K27ac-H3K4me3_TDHAM_BP,equal_labels,1,1,IntervalRegressionCV,min.aum,3358,rate,72,2893214,40183.5277777778
